LoanID,Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length
2257,4800,4800,10.75%,36 months,other,22.63%,MA,RENT,1750,710-714,6,11234,0,5 years
2258,24925,24925,18.75%,60 months,debt_consolidation,8.51%,AK,MORTGAGE,5250,710-714,7,15288,0,10+ years
2259,4825,4825,12.12%,36 months,debt_consolidation,4.76%,CT,MORTGAGE,5416.67,680-684,8,6883,0,8 years
2260,18750,18750,18.25%,60 months,debt_consolidation,12.54%,CO,MORTGAGE,4833.33,675-679,13,11232,2,10+ years
2261,5000,5000,15.31%,36 months,home_improvement,20.54%,CT,MORTGAGE,4166.67,675-679,18,12929,3,10+ years
2262,7500,224.99,13.17%,36 months,other,1.03%,CT,MORTGAGE,8750,675-679,3,3607,4,6 years
2263,10000,10000,16.82%,60 months,debt_consolidation,12.54%,MA,RENT,4417,680-684,9,6630,2,3 years
2264,5300,5300,7.90%,36 months,debt_consolidation,9.67%,TX,RENT,1945,760-764,3,5360,0,8 years
2265,5000,5000,9.63%,36 months,educational,11.81%,AZ,MORTGAGE,9166.67,730-734,16,23658,2,10+ years
2266,25000,15051.09,13.23%,60 months,debt_consolidation,20.11%,TX,MORTGAGE,6666.67,735-739,11,33084,0,10+ years
2267,9250,9200,11.89%,36 months,debt_consolidation,16.28%,OH,MORTGAGE,5416.67,745-749,14,10111,6,6 years
2268,19000,18725,10.75%,60 months,home_improvement,6.19%,MD,MORTGAGE,7500,775-779,12,1142,1,8 years
2269,2000,2000,6.03%,36 months,debt_consolidation,8.01%,NY,RENT,5833.33,750-754,7,2031,0,< 1 year
2270,7200,7200,20.49%,60 months,other,15.14%,NJ,RENT,5166.67,670-674,10,14585,3,3 years
2271,8000,8000,14.09%,36 months,debt_consolidation,19.60%,CO,MORTGAGE,5292,695-699,13,8903,1,n/a
2272,13000,12875,11.71%,36 months,debt_consolidation,16.20%,NJ,RENT,6932.92,685-689,21,27852,0,9 years
2273,8000,8000,16.29%,36 months,wedding,2.92%,CT,MORTGAGE,4250,670-674,5,4454,2,10+ years
2274,14000,13675,9.63%,36 months,debt_consolidation,13.06%,CA,MORTGAGE,9083.33,760-764,21,46017,3,10+ years
2275,1400,1400,12.69%,36 months,other,5.93%,NJ,OWN,4583.33,700-704,3,1029,0,1 year
2276,9500,9500,8.90%,36 months,debt_consolidation,27.72%,CO,OWN,5000,735-739,4,18393,1,6 years
2277,12700,12700,11.14%,36 months,debt_consolidation,10.53%,NJ,OWN,3333.33,705-709,6,8948,0,< 1 year
2278,10000,10000,9.76%,36 months,debt_consolidation,18.31%,NJ,RENT,2916.67,725-729,6,5670,1,10+ years
2279,6000,5691.36,11.89%,36 months,major_purchase,11.55%,PA,RENT,2917,735-739,4,1003,2,1 year
2280,5200,5200,13.99%,36 months,debt_consolidation,23.18%,CA,MORTGAGE,5000,680-684,17,28118,2,5 years
2281,9000,8975,15.81%,36 months,debt_consolidation,10.69%,MO,RENT,3750,675-679,7,6599,1,10+ years
2282,12000,11854.04,14.74%,36 months,debt_consolidation,4.62%,NY,RENT,4500,695-699,3,7956,0,10+ years
2283,6600,3800,9.07%,36 months,other,1.84%,FL,OWN,2667,740-744,16,4889,1,< 1 year
2284,10000,10000,13.99%,36 months,debt_consolidation,8.62%,NJ,MORTGAGE,6458.33,670-674,13,7200,0,9 years
2285,1800,1800,11.49%,36 months,debt_consolidation,16.64%,WY,MORTGAGE,4250,695-699,11,26267,0,10+ years
2286,19000,19000,18.75%,60 months,home_improvement,17.40%,MN,OWN,4000,695-699,7,5246,2,10+ years
2287,24000,24000,20.49%,60 months,debt_consolidation,8.69%,NJ,MORTGAGE,5833.33,685-689,9,23006,0,10+ years
2288,11500,11475,11.14%,36 months,debt_consolidation,23.40%,FL,OWN,2833.33,700-704,8,17324,0,n/a
2289,12100,12100,13.67%,36 months,debt_consolidation,12.85%,FL,RENT,5000,690-694,8,12026,0,4 years
2290,12000,12000,17.99%,60 months,debt_consolidation,23.44%,TX,RENT,3916.67,675-679,8,8860,0,< 1 year
2291,12000,12000,15.31%,36 months,debt_consolidation,10.69%,MA,MORTGAGE,4416.67,675-679,18,13194,2,3 years
2292,10000,10000,19.72%,36 months,other,27.53%,MN,MORTGAGE,2916.67,665-669,14,11506,0,10+ years
2293,8875,8875,15.31%,36 months,debt_consolidation,30.15%,NC,RENT,2291.67,680-684,11,11798,1,2 years
2294,10625,10625,17.77%,36 months,debt_consolidation,22.10%,FL,OWN,2633.33,660-664,9,12156,0,< 1 year
2295,12000,3725,14.11%,36 months,credit_card,7.23%,GA,MORTGAGE,3750,670-674,6,13018,3,1 year
2296,10000,10000,17.27%,36 months,debt_consolidation,28.91%,FL,MORTGAGE,3500,660-664,11,9059,1,7 years
2297,12000,12000,20.49%,36 months,credit_card,28.84%,IL,RENT,3980.33,660-664,12,19234,2,5 years
2298,14000,12225,11.99%,60 months,debt_consolidation,14.01%,AR,MORTGAGE,4583.33,720-724,9,3539,0,3 years
2299,16000,15975,17.58%,60 months,debt_consolidation,12.26%,MO,MORTGAGE,2666.67,705-709,12,18008,1,< 1 year
2300,10000,10000,15.81%,36 months,debt_consolidation,20.89%,TX,RENT,5541.67,670-674,14,10443,1,9 years
2301,3625,3625,16.29%,36 months,small_business,21.75%,NY,MORTGAGE,6666.67,720-724,12,3226,5,2 years
2302,8400,8400,12.12%,36 months,debt_consolidation,22.32%,MA,RENT,3333.33,690-694,7,5500,0,4 years
2303,1600,1334.54,15.05%,36 months,major_purchase,14.15%,FL,RENT,2000,665-669,5,9603,1,< 1 year
2304,3600,3600,16.29%,36 months,debt_consolidation,24.90%,NY,OWN,3666.67,665-669,16,11927,3,10+ years
2305,14000,14000,17.51%,36 months,credit_card,9.37%,DC,RENT,7916.67,680-684,3,13522,0,< 1 year
2306,15675,15675,6.03%,36 months,small_business,8.86%,FL,MORTGAGE,4166.67,795-799,9,13020,1,7 years
2307,6000,5546.81,11.89%,36 months,other,19.38%,NY,RENT,7250,725-729,6,42987,1,10+ years
2308,10000,10000,8.90%,36 months,home_improvement,11.17%,GA,MORTGAGE,6666.67,695-699,15,14593,1,6 years
2309,29000,29000,7.90%,36 months,debt_consolidation,19.25%,NY,MORTGAGE,9166.67,765-769,18,75212,1,< 1 year
2310,4800,4800,12.42%,36 months,debt_consolidation,17.98%,UT,MORTGAGE,4500,670-674,9,30895,0,10+ years
2311,5000,4900,8.94%,36 months,educational,13.27%,NY,OWN,4166.67,740-744,5,4676,0,3 years
2312,7000,6894.01,12.53%,36 months,debt_consolidation,6.64%,NJ,MORTGAGE,5000,695-699,7,11391,1,5 years
2313,20000,19975,16.29%,60 months,debt_consolidation,24.05%,MD,MORTGAGE,7416.67,705-709,11,14944,1,3 years
2314,9000,9000,12.12%,36 months,debt_consolidation,10.05%,NY,RENT,11666.67,690-694,8,9490,1,< 1 year
2315,4400,4400,12.42%,36 months,small_business,19%,CA,RENT,2000,715-719,9,2411,3,5 years
2316,3000,3000,11.71%,36 months,major_purchase,16.80%,GA,RENT,3083.33,695-699,4,413,0,2 years
2317,6250,6250,14.33%,36 months,credit_card,20.40%,FL,MORTGAGE,1750,675-679,10,7845,0,4 years
2318,14000,14000,6.03%,36 months,debt_consolidation,9%,IL,MORTGAGE,8733.33,770-774,11,15108,0,6 years
2319,30000,30000,14.27%,36 months,debt_consolidation,8.51%,TX,MORTGAGE,9166.67,715-719,10,28967,0,10+ years
2320,19600,19600,12.42%,60 months,debt_consolidation,22.99%,AZ,RENT,4166.67,745-749,9,14783,2,< 1 year
2321,1600,1600,13.11%,36 months,debt_consolidation,18.99%,WA,MORTGAGE,3459,670-674,9,6281,3,10+ years
2322,8000,8000,13.99%,36 months,major_purchase,18.17%,CA,OWN,7500,670-674,13,5987,0,< 1 year
2323,2500,2125,12.92%,36 months,debt_consolidation,22.32%,MI,MORTGAGE,3750,670-674,21,4744,9,7 years
2324,16075,16075,16.29%,36 months,debt_consolidation,17.58%,KS,MORTGAGE,4125,695-699,7,15781,1,2 years
2325,4900,4888.24,14.26%,36 months,debt_consolidation,23.75%,CT,RENT,2240,720-724,5,17998,1,1 year
2326,14400,14400,11.99%,36 months,debt_consolidation,13.48%,KY,MORTGAGE,10408,710-714,9,34354,1,5 years
2327,7750,7750,20.49%,36 months,credit_card,9%,CA,MORTGAGE,2000,660-664,3,5399,0,5 years
2328,4200,4200,5.79%,36 months,debt_consolidation,8.10%,MD,MORTGAGE,6089.44,750-754,7,18861,2,8 years
2329,35000,34950,12.68%,60 months,home_improvement,23.99%,WV,MORTGAGE,7083.33,785-789,19,30725,1,10+ years
2330,12800,12800,12.12%,36 months,debt_consolidation,21.53%,CA,RENT,4750,695-699,16,14291,0,< 1 year
2331,8000,8000,8.90%,36 months,debt_consolidation,26.56%,AZ,MORTGAGE,4416.67,720-724,15,6701,0,1 year
2332,25000,23477.53,18.64%,60 months,debt_consolidation,14.61%,NV,MORTGAGE,5833.33,695-699,8,13785,0,10+ years
2333,5000,5000,8.49%,36 months,credit_card,16.89%,NJ,MORTGAGE,6706.41,730-734,19,43734,1,8 years
2334,4000,4000,11.49%,36 months,debt_consolidation,4.16%,MA,RENT,2666.67,720-724,4,3239,0,1 year
2335,2875,2875,18.49%,36 months,credit_card,14.11%,AZ,RENT,1084,665-669,3,3824,0,n/a
2336,1800,1800,16.02%,36 months,small_business,4.19%,AL,RENT,4246.67,660-664,2,0,0,9 years
2337,7200,7200,13.49%,36 months,debt_consolidation,14.60%,CA,RENT,5000,725-729,4,17268,0,1 year
2338,6000,6000,12.12%,36 months,credit_card,8.16%,PA,RENT,3333.33,680-684,6,8442,0,10+ years
2339,15000,14975,7.90%,36 months,car,20.73%,NY,RENT,5416.67,745-749,14,9756,0,1 year
2340,10375,10375,14.33%,36 months,debt_consolidation,26.42%,MD,RENT,2479.17,680-684,6,13411,0,5 years
2341,25000,25000,15.80%,60 months,debt_consolidation,24.04%,CA,OWN,7750,700-704,10,20215,5,2 years
2342,7900,7782.65,8.59%,36 months,credit_card,15.20%,CA,MORTGAGE,7583.33,810-814,14,3950,0,10+ years
2343,10000,10000,15.31%,36 months,debt_consolidation,14.61%,CA,RENT,3750,680-684,18,13051,1,5 years
2344,6000,4450,7.68%,36 months,debt_consolidation,8.40%,NY,RENT,5417,780-784,10,6047,1,10+ years
2345,7000,7000,17.77%,36 months,debt_consolidation,30.30%,TX,RENT,4333.33,675-679,16,6922,1,4 years
2346,5500,5473.88,14.61%,36 months,other,20.38%,SC,MORTGAGE,5116.67,665-669,11,14103,0,1 year
2347,7000,7000,14.33%,36 months,debt_consolidation,5.46%,PA,RENT,3333.33,690-694,4,8889,1,2 years
2348,12000,11975,6.62%,36 months,major_purchase,1.43%,CA,RENT,9666.67,750-754,5,4693,0,1 year
2349,10000,9975,6.99%,36 months,home_improvement,27.92%,CA,MORTGAGE,2500,780-784,5,1230,2,1 year
2350,9800,9800,14.91%,60 months,credit_card,12.89%,CA,MORTGAGE,2708.33,690-694,11,8111,0,3 years
2351,15000,15000,13.11%,36 months,credit_card,29.63%,GA,RENT,4083.33,690-694,20,23565,4,10+ years
2352,12000,12000,7.91%,36 months,credit_card,4.51%,CA,RENT,3500,725-729,16,6015,1,< 1 year
2353,19000,18975,13.72%,36 months,credit_card,13.50%,CA,RENT,2964.67,705-709,9,11219,0,10+ years
2354,10000,10000,13.49%,36 months,small_business,18.84%,AL,MORTGAGE,3333.33,690-694,9,14247,1,7 years
2355,14725,14725,19.41%,36 months,major_purchase,2.14%,VA,OWN,18333.33,660-664,11,82265,2,1 year
2356,17500,17475,14.09%,36 months,debt_consolidation,34.88%,NY,RENT,3750,690-694,6,18485,0,1 year
2357,10000,10000,12.53%,36 months,debt_consolidation,10.81%,CA,RENT,7158.33,700-704,15,23152,0,6 years
2358,12000,11998.2,10.37%,36 months,debt_consolidation,16.98%,CT,RENT,3916.67,705-709,10,7489,0,3 years
2359,32550,32550,6.62%,36 months,debt_consolidation,8.52%,IL,MORTGAGE,9166.67,805-809,9,2670,0,10+ years
2360,17475,17450,12.12%,36 months,debt_consolidation,14.82%,NC,MORTGAGE,4500,680-684,10,12588,0,10+ years
2361,7200,7200,7.90%,36 months,debt_consolidation,12.13%,NJ,RENT,2333.33,725-729,7,6262,1,2 years
2362,7125,7125,7.62%,36 months,home_improvement,7.96%,GA,OWN,2500,805-809,5,577,0,1 year
2363,20500,19861.23,14.96%,60 months,debt_consolidation,10.76%,CA,RENT,2500,730-734,2,109,0,2 years
2364,18000,18000,19.72%,60 months,debt_consolidation,17.37%,AL,RENT,10583.33,695-699,13,55691,0,5 years
2365,15000,15000,18.25%,36 months,debt_consolidation,22.45%,NV,MORTGAGE,5078.75,665-669,19,13205,0,10+ years
2366,14000,14000,10.37%,60 months,debt_consolidation,8.69%,MA,RENT,5833.33,785-789,4,961,0,5 years
2367,4800,4750,12.21%,36 months,wedding,9.41%,CA,RENT,6250,695-699,10,21069,0,< 1 year
2368,8000,8000,14.33%,36 months,vacation,4.48%,TX,RENT,6250,670-674,8,14607,0,1 year
2369,35000,34900,18.25%,60 months,debt_consolidation,20.56%,GA,MORTGAGE,5666.67,725-729,8,22290,0,10+ years
2370,3600,3600,7.74%,36 months,major_purchase,1.41%,CA,MORTGAGE,5666.67,735-739,6,2907,0,10+ years
2371,20000,19950,11.49%,36 months,debt_consolidation,8.84%,NY,RENT,7500,715-719,11,8848,0,10+ years
2372,20000,20000,22.45%,60 months,debt_consolidation,24.30%,VT,RENT,3666.67,660-664,9,9194,1,1 year
2373,10000,9950,14.27%,36 months,debt_consolidation,12.63%,CA,RENT,7166.67,680-684,11,10309,1,< 1 year
2374,10000,10000,9.91%,36 months,credit_card,14.98%,WA,RENT,5000,710-714,8,16908,0,10+ years
2375,4500,4500,7.51%,36 months,moving,13.90%,CA,MORTGAGE,3000,765-769,10,387,0,< 1 year
2376,8000,8000,7.90%,36 months,credit_card,23.69%,TX,MORTGAGE,7083.33,725-729,17,15497,1,1 year
2377,7425,7425,9.76%,36 months,debt_consolidation,7.32%,NV,MORTGAGE,2500,705-709,6,5045,1,4 years
2378,12000,12000,6.03%,36 months,debt_consolidation,18.75%,SC,MORTGAGE,13000,725-729,22,20197,0,5 years
2379,9000,9000,15.27%,36 months,debt_consolidation,24.06%,AZ,RENT,4500,670-674,10,8533,1,10+ years
2380,28000,28000,16.29%,36 months,credit_card,19.62%,NV,MORTGAGE,7083.33,710-714,12,38194,1,10+ years
2381,15575,15550,13.67%,36 months,major_purchase,18%,TX,MORTGAGE,6250,710-714,18,5591,2,< 1 year
2382,10500,10500,12.12%,36 months,debt_consolidation,11.18%,OR,RENT,6666.67,710-714,16,7738,1,7 years
2383,8500,6727.42,16.83%,36 months,debt_consolidation,14.68%,IL,RENT,5000,680-684,9,0,9,10+ years
2384,3600,3600,19.72%,36 months,moving,10.72%,TX,RENT,7000,665-669,7,6263,4,6 years
2385,12000,12000,7.29%,36 months,small_business,27.15%,NC,RENT,6250,740-744,7,59089,0,2 years
2386,24250,24144.61,11.83%,36 months,major_purchase,4.79%,CA,RENT,12000,755-759,10,2097,1,< 1 year
2387,20000,20000,12.69%,36 months,debt_consolidation,15.55%,MN,RENT,6166.67,710-714,6,22739,2,< 1 year
2388,14000,14000,12.12%,36 months,house,7.64%,TX,RENT,6883.33,695-699,7,9715,0,2 years
2389,10000,10000,6.03%,36 months,major_purchase,5.01%,MD,MORTGAGE,13750,775-779,12,4357,0,10+ years
2390,8000,8000,12.42%,36 months,debt_consolidation,9.73%,NY,RENT,3750,705-709,8,16212,2,6 years
2391,20000,15000,17.51%,60 months,credit_card,15.97%,NV,MORTGAGE,5373.33,695-699,18,25058,0,3 years
2392,3500,3500,12.12%,36 months,debt_consolidation,10.87%,TX,MORTGAGE,4333.33,675-679,9,9971,0,10+ years
2393,30000,29975,20.89%,60 months,debt_consolidation,15.86%,VA,MORTGAGE,17917,695-699,14,86385,0,2 years
2394,12000,12000,17.77%,36 months,debt_consolidation,22.32%,CA,RENT,4575.08,675-679,13,8048,2,< 1 year
2395,12250,12250,19.03%,60 months,debt_consolidation,23.18%,TX,MORTGAGE,6550,660-664,15,22493,0,3 years
2396,9000,9000,7.88%,60 months,other,8%,MN,MORTGAGE,4750,800-804,14,5348,0,10+ years
2397,31825,31825,14.09%,60 months,major_purchase,4.37%,CA,MORTGAGE,6666.67,750-754,4,10864,0,4 years
2398,24000,23975,19.03%,60 months,debt_consolidation,22.58%,NC,MORTGAGE,5416.67,680-684,12,13066,0,1 year
2399,12800,12787.71,8.94%,36 months,debt_consolidation,0.18%,AZ,MORTGAGE,2833.33,815-819,7,306,0,4 years
2400,20000,20000,13.99%,60 months,debt_consolidation,21.33%,MO,OWN,4167,745-749,8,11372,3,9 years
2401,15000,15000,12.69%,36 months,debt_consolidation,14.02%,NY,RENT,3916.67,705-709,11,16355,1,7 years
2402,15000,14950,14.17%,36 months,small_business,8.46%,OR,MORTGAGE,6666.67,690-694,8,1073,2,5 years
2403,5000,3150,13.93%,36 months,car,22.57%,MN,MORTGAGE,6000,660-664,17,29877,2,10+ years
2404,14000,14000,14.09%,36 months,house,15.19%,MI,RENT,5416.67,690-694,6,4211,0,5 years
2405,21000,21000,13.67%,36 months,other,8.08%,CA,RENT,7916.67,705-709,6,6524,1,1 year
2406,5000,5000,6.92%,36 months,debt_consolidation,18.39%,MA,OWN,3333.33,725-729,8,5806,0,< 1 year
2407,5000,5000,12.12%,36 months,credit_card,20.26%,RI,MORTGAGE,6250,675-679,19,33500,0,10+ years
2408,8000,8000,11.14%,36 months,credit_card,5.98%,DE,MORTGAGE,4333.33,710-714,5,11822,2,10+ years
2409,10000,10000,22.47%,36 months,debt_consolidation,34.26%,MD,MORTGAGE,6200,675-679,36,28850,1,3 years
2410,7000,7000,6.99%,36 months,debt_consolidation,14.32%,CA,RENT,5166.67,775-779,6,0,1,10+ years
2411,11000,11000,6.03%,36 months,debt_consolidation,12.04%,NC,MORTGAGE,5836.67,790-794,12,420,0,< 1 year
2412,28000,28000,20.49%,60 months,small_business,4.36%,MI,RENT,8416.67,710-714,11,1327,0,5 years
2413,24000,21963.64,10.99%,36 months,home_improvement,19.27%,GA,MORTGAGE,12500,740-744,11,45989,0,10+ years
2414,15000,15000,8.90%,36 months,debt_consolidation,13.59%,CA,MORTGAGE,9583.33,735-739,10,13427,3,5 years
2415,24000,23950,24.89%,36 months,debt_consolidation,29.46%,NH,MORTGAGE,10737.5,660-664,26,34602,2,10+ years
2416,5000,5000,15.96%,36 months,moving,14.36%,NY,RENT,8166.67,660-664,7,7900,1,10+ years
2417,10000,10000,10.59%,36 months,debt_consolidation,9.68%,NY,OWN,8333.33,730-734,5,35968,1,10+ years
2418,16000,16000,18.55%,36 months,debt_consolidation,23.88%,MD,RENT,5653.67,660-664,12,16223,0,5 years
2419,10000,6301.07,14.11%,36 months,debt_consolidation,16.52%,CO,OTHER,4583,680-684,16,18707,1,3 years
2420,8000,8000,18.49%,36 months,debt_consolidation,23.37%,OH,OWN,5000,670-674,17,18248,1,10+ years
2421,10000,10000,11.71%,36 months,other,8.69%,NY,RENT,2750,695-699,6,6621,0,3 years
2422,5000,5000,5.79%,36 months,major_purchase,15.69%,NY,OWN,5416.67,760-764,11,4979,0,10+ years
2423,20000,19975,22.78%,60 months,credit_card,24.42%,NV,MORTGAGE,5666.67,665-669,15,18451,0,7 years
2424,3700,3600,7.88%,36 months,other,10.17%,CO,MORTGAGE,4985,720-724,6,11586,4,n/a
2425,15000,15000,17.77%,36 months,debt_consolidation,22.45%,HI,RENT,3500,670-674,11,9868,0,7 years
2426,9700,9700,14.09%,36 months,debt_consolidation,9.52%,CA,RENT,7333.33,665-669,9,14723,0,3 years
2427,8450,8450,18.49%,36 months,small_business,21.98%,CA,OWN,2083.33,660-664,14,7352,2,3 years
2428,25000,25000,20.49%,60 months,debt_consolidation,9.15%,NY,RENT,5833.33,690-694,7,14953,0,9 years
2429,25000,24950,13.49%,60 months,debt_consolidation,19.97%,CO,OWN,4166.67,745-749,4,17849,0,3 years
2430,15000,15000,17.77%,36 months,debt_consolidation,18.24%,GA,MORTGAGE,6000,670-674,16,14513,2,10+ years
2431,14575,14575,19.05%,36 months,debt_consolidation,24.23%,OR,RENT,3833.33,660-664,13,13753,0,10+ years
2432,14775,14775,21.00%,60 months,debt_consolidation,27.59%,CT,MORTGAGE,4473.33,675-679,10,33869,3,10+ years
2433,2000,2000,11.49%,36 months,major_purchase,2.44%,CA,RENT,2500,700-704,4,67,0,2 years
2434,2575,2575,10.16%,36 months,debt_consolidation,27.54%,NY,RENT,4166.67,695-699,12,18499,0,2 years
2435,4200,4200,14.33%,60 months,car,14.16%,NJ,RENT,3850,700-704,4,5718,0,2 years
2436,8000,8000,20.52%,36 months,small_business,8.12%,CT,RENT,2500,675-679,5,7327,2,< 1 year
2437,9500,9500,14.79%,60 months,debt_consolidation,12.13%,OK,RENT,3000,710-714,4,14227,1,3 years
2438,16750,16445.93,9.88%,36 months,credit_card,10.25%,IL,MORTGAGE,3338,750-754,10,18696,1,5 years
2439,12300,12300,13.11%,36 months,debt_consolidation,8.01%,MD,OWN,3083.33,685-689,6,6162,0,9 years
2440,4000,4000,17.27%,36 months,debt_consolidation,16.29%,TX,MORTGAGE,3750,665-669,7,13284,1,4 years
2441,20000,20000,18.30%,60 months,debt_consolidation,15.91%,NY,MORTGAGE,5833,690-694,5,16140,1,10+ years
2442,12000,12000,12.68%,60 months,credit_card,9.55%,VA,MORTGAGE,9750,705-709,9,17259,0,8 years
2443,4375,4375,14.33%,36 months,debt_consolidation,12%,MI,RENT,3333.33,675-679,10,2440,2,< 1 year
2444,3000,3000,14.59%,36 months,other,19.59%,NJ,RENT,4073,660-664,8,6941,2,5 years
2445,13000,13000,6.62%,36 months,car,5.95%,NJ,MORTGAGE,11666.67,750-754,16,11451,1,7 years
2446,16200,16200,8.90%,36 months,debt_consolidation,22.76%,NY,MORTGAGE,4666.67,725-729,8,15503,0,7 years
2447,11400,11375,8.90%,36 months,debt_consolidation,14.27%,CA,MORTGAGE,5641.67,740-744,9,11092,1,10+ years
2448,25875,25875,18.49%,60 months,debt_consolidation,13.83%,NM,MORTGAGE,6000,715-719,8,12316,2,10+ years
2449,15000,15000,19.04%,60 months,debt_consolidation,16.69%,CA,RENT,5250,680-684,7,8615,1,2 years
2450,20950,20950,22.95%,60 months,debt_consolidation,12.51%,MA,RENT,10416.67,665-669,14,12460,3,n/a
2451,14000,12800,14.79%,60 months,other,8.37%,MI,RENT,6166.67,710-714,5,2697,2,< 1 year
2452,2000,2000,16.00%,36 months,medical,2.55%,OR,RENT,2000,665-669,8,0,0,< 1 year
2453,25000,25000,7.90%,36 months,debt_consolidation,1.73%,OR,RENT,7500,765-769,4,4329,0,4 years
2454,28200,28150,10.16%,60 months,home_improvement,10.35%,CA,MORTGAGE,5900,780-784,13,20670,0,10+ years
2455,20000,19925,18.64%,60 months,small_business,15.41%,MO,MORTGAGE,6250,680-684,5,3105,1,10+ years
2456,24000,24000,16.29%,36 months,debt_consolidation,29.05%,VT,MORTGAGE,5577.26,690-694,10,13393,1,2 years
2457,21850,21850,17.27%,60 months,debt_consolidation,21.94%,MD,OWN,4166.67,710-714,14,20971,0,4 years
2458,20000,19850,13.22%,36 months,debt_consolidation,9.07%,GA,RENT,5458.33,705-709,7,15389,0,2 years
2459,16000,15875,13.85%,36 months,debt_consolidation,12.50%,IL,RENT,6750,685-689,12,6799,2,7 years
2460,10000,10000,11.14%,36 months,credit_card,19.61%,PA,RENT,3916.67,720-724,9,6395,1,2 years
2461,20000,20000,14.09%,36 months,credit_card,9.16%,NJ,MORTGAGE,19583.33,710-714,12,31277,1,7 years
2462,1000,1000,7.90%,36 months,home_improvement,17.07%,FL,MORTGAGE,3333.33,720-724,8,3186,1,3 years
2463,3500,3500,11.49%,36 months,home_improvement,14.43%,MI,MORTGAGE,9166.67,690-694,12,34944,2,10+ years
2464,15000,15000,7.90%,36 months,credit_card,22.24%,CA,RENT,2666.67,735-739,15,11105,0,< 1 year
2465,19000,19000,13.67%,36 months,debt_consolidation,15.12%,PA,RENT,3544.67,685-689,21,9503,0,< 1 year
2466,12000,11950,6.03%,36 months,home_improvement,9.61%,NV,OWN,3100,755-759,7,11076,0,n/a
2467,22750,22750,22.47%,60 months,home_improvement,29.03%,CO,OWN,4333.33,670-674,15,11567,1,1 year
2468,9800,9747.5,7.29%,36 months,credit_card,8.96%,OR,RENT,2333.33,730-734,8,11459,0,5 years
2469,3500,3500,7.29%,36 months,other,15.54%,CA,MORTGAGE,6333,715-719,12,41602,0,10+ years
2470,20000,17724.9,10.74%,60 months,moving,3.07%,NC,MORTGAGE,6125,755-759,5,17797,0,2 years
2471,20000,20000,22.95%,60 months,debt_consolidation,7.10%,NJ,RENT,6750,665-669,6,16104,1,7 years
